1	race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
9231	11	19	1	2	1	2	US	4	3	2	2	3	2	2	2	5	3	5	2	5	2	2	3	4	4	4	4	3	3	3	3	3	2	4	2	2	2	4	4	4	2	1	4	2	2	2	5	3	1	5	2	5	1	5	2	3	4
9232	3	19	1	2	1	1	AU	1	4	1	4	2	4	1	4	2	4	4	2	3	2	3	3	4	2	4	3	2	4	2	4	2	4	3	4	3	2	2	4	2	3	2	3	4	4	2	4	4	2	3	2	2	4	4	3	4	2
9233	1	28	1	2	1	2	US	4	2	5	2	5	2	4	2	4	2	4	3	4	4	3	2	3	2	2	2	1	5	2	5	1	4	2	5	4	4	4	2	3	2	3	2	3	3	3	3	3	2	3	2	3	3	3	3	5	3
9234	3	20	1	2	1	1	AU	2	4	3	4	3	4	2	4	2	4	3	4	4	3	3	3	4	3	3	3	4	4	3	4	2	4	2	4	3	3	4	2	4	2	2	3	4	3	4	3	4	4	4	3	4	2	3	3	4	4
9235	3	19	1	2	1	1	US	3	4	3	4	2	2	2	4	2	5	5	3	5	2	1	3	3	2	2	3	2	4	4	5	2	3	2	4	4	4	3	1	5	1	3	2	3	1	3	3	4	1	5	1	3	1	4	3	5	3
9236	3	34	1	2	1	2	JP	3	3	3	4	1	2	3	4	2	5	5	3	5	1	3	3	3	3	4	2	2	3	4	4	2	3	3	4	4	4	4	5	4	5	2	5	3	3	3	3	5	1	5	1	4	2	4	4	4	4
9237	11	26	1	2	1	2	US	1	5	2	4	1	5	1	5	5	5	5	1	5	2	5	5	4	4	5	4	1	2	4	4	4	5	4	4	5	2	4	2	5	3	5	5	5	2	4	4	2	3	3	4	2	4	5	3	5	2
9238	1	24	2	1	1	1	MX	1	3	3	5	5	4	4	5	1	5	1	3	5	5	2	1	1	1	1	5	3	2	3	5	3	5	4	1	4	5	5	1	5	1	5	1	5	3	5	5	5	1	5	1	5	1	5	5	5	5
9239	13	31	2	1	1	1	LK	1	2	2	3	5	3	5	3	2	4	1	4	3	3	4	3	5	4	4	3	4	2	4	5	2	2	2	1	3	2	5	5	5	1	3	5	5	3	5	4	4	4	5	1	5	1	5	4	3	4
9240	13	25	2	2	1	1	AE	4	3	4	5	4	2	1	1	5	4	4	4	3	3	5	3	4	5	5	4	5	4	1	4	1	5	2	4	5	4	5	1	5	4	5	2	3	5	5	5	2	1	5	2	5	1	5	1	5	5
9241	13	41	2	2	1	1	US	3	4	4	2	4	2	3	4	2	5	1	2	4	3	2	2	1	1	2	2	4	5	2	4	2	4	2	4	4	3	5	2	3	2	4	3	5	2	5	5	4	2	4	4	5	5	5	3	5	4
9242	3	34	1	2	2	1	US	3	2	3	2	4	2	2	4	3	5	4	4	5	4	4	2	2	2	3	2	1	5	2	5	2	5	2	3	4	4	3	5	4	5	1	5	3	4	3	4	5	2	5	2	4	1	5	4	4	3
9243	11	19	2	2	1	1	ID	1	5	2	5	1	4	1	5	2	4	5	2	5	2	4	5	4	4	4	5	4	4	4	3	3	5	2	3	2	2	2	1	2	5	2	5	1	4	1	1	3	5	5	2	2	3	2	2	4	2
9244	11	21	2	2	1	2	ID	5	2	5	2	5	1	5	1	5	3	2	5	2	5	1	1	1	1	1	1	1	5	1	4	1	5	1	5	5	5	5	1	5	1	5	2	2	1	5	1	4	1	5	1	5	1	4	2	5	5
9245	3	20	1	2	1	1	US	3	1	5	1	4	1	2	4	4	3	4	1	5	2	2	4	3	4	4	3	1	5	2	5	1	5	1	4	4	4	3	5	2	3	1	5	3	3	3	4	4	2	5	2	4	1	5	4	4	5
9246	13	26	2	1	2	2	IN	4	2	4	3	4	3	5	4	2	5	3	2	4	3	4	4	4	4	4	3	5	5	2	4	2	5	3	3	4	3	3	4	3	3	3	4	3	3	2	5	2	3	5	2	5	1	5	5	4	4
9247	6	43	1	1	1	5	US	2	4	2	4	3	3	3	5	1	4	4	4	4	2	4	4	3	3	4	4	2	3	4	4	3	3	3	3	3	3	2	2	3	3	1	3	3	5	1	3	2	3	3	2	3	4	2	1	4	3
9248	11	56	1	2	1	1	CA	4	3	4	3	5	1	5	4	4	2	3	5	5	4	4	4	4	5	4	3	3	5	4	5	2	5	2	5	5	5	3	5	3	4	2	3	5	4	5	2	4	3	4	1	4	1	4	3	5	4
9249	3	30	1	1	1	1	US	2	4	2	4	3	2	1	5	1	4	2	2	4	2	2	1	1	2	4	4	1	5	1	5	1	4	1	4	5	4	4	2	4	1	4	2	4	1	4	4	5	1	3	1	4	3	4	5	5	3
9250	13	28	2	2	1	1	KE	3	4	5	3	5	2	4	3	4	4	5	4	5	1	4	4	4	4	4	4	4	4	1	5	1	4	2	4	4	5	4	3	5	1	4	1	5	1	4	3	4	3	5	4	4	1	5	1	5	5
9251	8	23	2	2	1	2	US	3	3	5	2	5	1	5	3	5	1	4	4	4	3	3	1	2	1	3	2	1	5	1	5	3	5	1	5	5	5	4	3	5	2	1	2	5	2	3	4	5	1	5	1	4	1	5	3	5	5
9252	13	23	1	1	1	2	MZ	4	4	4	3	5	1	4	5	2	4	5	1	4	1	5	5	4	2	5	4	1	5	4	5	2	2	2	5	5	3	5	1	5	1	3	1	5	2	5	4	5	1	4	2	5	2	5	4	5	4
9253	11	22	2	2	1	1	PH	4	2	5	2	4	3	3	2	5	3	2	5	3	2	2	2	2	1	2	4	4	4	2	4	2	4	2	2	4	2	4	2	4	3	4	2	4	2	4	4	4	2	4	2	4	2	4	2	4	5
9254	4	22	2	1	1	1	IN	3	4	4	4	3	3	2	3	5	5	4	3	3	4	4	4	3	4	1	2	4	3	1	4	2	4	2	4	4	4	4	3	4	2	3	2	4	1	5	5	3	3	3	2	4	2	4	3	5	4
9255	13	17	1	2	3	1	US	2	5	4	4	3	3	5	5	1	3	4	4	5	3	2	2	3	2	2	3	2	5	1	5	1	5	1	5	5	5	3	3	3	3	3	3	4	2	4	3	3	2	4	1	4	1	4	3	4	3
9256	2	16	2	2	1	1	NO	4	2	4	2	3	2	4	2	5	3	3	4	4	3	5	4	5	5	5	2	4	3	4	4	4	4	2	3	4	3	2	2	5	4	1	5	4	4	1	3	4	4	5	3	5	1	5	5	4	3
9257	13	23	2	1	1	1	PK	1	1	1	1	5	1	1	5	5	5	1	1	2	1	5	1	1	1	5	1	3	1	1	1	1	1	5	1	5	5	5	5	5	3	1	1	5	1	5	5	5	1	1	1	5	5	5	5	5	5
9258	1	17	1	2	1	1	US	2	2	4	4	4	2	2	4	3	3	2	5	3	4	3	2	2	2	2	2	3	4	4	3	3	3	2	4	2	4	2	5	2	4	1	4	3	4	2	2	5	3	5	3	4	2	4	5	3	4
9259	3	17	1	2	1	1	NZ	3	3	3	4	1	1	1	4	2	5	5	3	5	2	5	5	4	3	3	3	1	5	1	5	1	5	1	5	5	4	4	1	4	1	4	1	3	1	4	5	4	1	5	1	4	1	4	5	5	4
9260	3	34	2	1	2	1	ZA	3	5	1	4	1	5	3	2	4	5	5	1	1	2	2	5	5	5	5	4	4	5	1	2	2	4	4	4	4	3	2	5	2	4	1	5	3	4	1	3	4	4	4	4	2	3	1	4	5	2
9261	6	19	1	2	1	1	US	3	2	5	3	3	2	2	4	3	3	4	4	5	4	2	2	1	1	3	2	1	5	2	4	1	5	1	4	3	4	3	1	3	2	2	3	5	2	5	5	2	2	4	3	3	1	5	3	4	4
9262	9	21	1	2	1	2	US	2	5	3	5	3	4	1	5	2	5	5	2	5	1	4	4	2	4	4	5	3	2	1	4	2	5	2	2	4	2	4	5	4	2	2	5	4	4	4	4	4	2	4	2	2	2	5	3	5	2
9263	4	23	2	1	1	1	IN	1	1	5	1	5	1	3	2	5	3	1	5	3	5	1	1	5	2	1	1	2	5	1	3	1	2	3	4	4	5	5	1	5	1	3	1	5	1	5	5	3	2	5	1	5	1	5	2	1	5
9264	13	14	0	2	1	5	MY	3	3	3	3	3	4	2	5	3	2	2	3	4	3	1	1	1	1	3	3	5	1	3	4	3	3	5	5	4	4	3	1	2	5	1	4	3	3	2	3	1	3	4	3	2	1	1	1	3	2
9265	1	21	1	2	1	5	US	3	2	4	4	5	1	4	5	2	4	5	3	5	1	4	4	4	4	4	5	1	4	1	5	1	5	1	5	5	5	4	4	5	4	1	4	4	4	2	5	5	1	5	1	5	1	5	5	5	5
9266	1	20	1	2	1	2	US	3	2	3	3	4	3	4	5	3	2	2	4	4	2	5	4	5	4	4	3	2	4	1	3	2	3	3	3	3	4	3	3	2	3	1	2	3	3	3	2	3	3	3	2	3	3	5	3	5	3
9267	3	37	1	2	1	2	CA	1	1	5	1	5	1	3	3	4	3	3	4	3	1	1	2	5	4	1	1	1	5	1	5	1	5	1	5	5	5	3	4	5	1	5	4	3	1	4	1	5	1	5	1	5	1	4	5	5	5
9268	13	23	1	2	1	2	GB	4	4	4	1	5	4	3	3	3	3	4	4	3	1	3	3	3	3	3	1	4	5	3	5	3	3	3	3	5	3	5	1	3	1	4	1	5	3	5	5	3	4	4	4	4	1	5	3	5	5
9269	3	18	2	2	1	3	GB	5	2	5	1	5	1	5	2	5	3	4	3	4	3	4	4	4	2	3	1	2	5	1	5	1	5	1	4	5	4	3	4	3	3	2	5	2	2	3	3	3	1	4	1	5	1	4	2	4	4
9270	3	22	1	1	1	2	GB	3	2	2	3	3	1	2	2	4	4	5	1	5	2	2	2	2	2	2	4	3	2	3	3	4	2	4	3	3	2	3	4	4	2	2	4	5	2	2	4	5	1	5	1	5	1	5	5	5	5
9271	3	23	1	1	1	2	IE	2	3	4	4	4	4	2	3	3	5	5	2	5	1	4	5	5	5	5	5	1	5	2	5	1	5	1	5	4	4	1	5	4	5	1	5	4	4	1	3	5	2	5	2	5	1	5	5	5	5
9272	3	28	2	1	1	1	PL	2	3	3	3	4	3	2	4	2	3	4	2	5	3	4	4	3	3	3	3	3	2	2	3	3	4	4	4	4	2	3	3	5	3	3	4	4	3	3	4	4	1	4	1	3	1	4	4	3	4
9273	3	18	1	2	1	1	NZ	5	2	4	2	4	4	5	2	4	4	5	3	4	3	3	4	3	3	3	3	1	5	2	5	2	4	1	4	4	4	4	4	4	3	2	4	3	4	2	3	5	2	5	2	4	2	4	5	5	5
9274	13	16	1	1	1	1	US	1	3	3	4	1	1	1	3	4	4	1	4	3	5	3	1	1	1	4	1	5	3	1	2	5	4	3	2	1	3	4	2	4	1	3	1	4	1	1	5	4	3	3	2	5	3	4	2	4	5
9275	10	18	2	2	2	1	PH	4	5	4	1	3	5	3	5	3	5	4	1	4	3	3	3	3	3	4	5	5	5	1	5	1	5	1	5	5	3	4	1	5	1	3	4	5	1	5	5	4	3	5	3	4	1	4	4	5	5
9276	3	33	2	1	1	1	DE	4	2	4	3	3	3	4	3	4	3	3	4	2	4	1	1	1	1	1	1	3	5	2	3	1	1	1	5	4	4	4	5	4	5	1	5	2	4	3	2	5	1	5	1	5	1	5	5	4	5
9277	3	17	2	2	1	1	NO	3	2	3	2	3	3	3	3	3	5	4	2	4	2	3	4	4	4	4	4	2	3	3	4	2	4	2	3	2	4	2	4	3	4	1	4	3	4	3	2	3	3	4	3	3	2	2	2	4	4
9278	13	34	2	2	1	1	IN	5	5	2	5	5	5	2	5	3	2	5	2	5	5	5	5	5	3	5	5	5	5	2	3	5	5	5	5	3	5	5	5	5	5	5	5	5	3	5	5	2	5	5	5	5	5	5	3	5	2
9279	3	15	2	2	1	1	CZ	4	4	1	5	3	1	4	5	1	5	4	4	4	3	4	5	4	4	5	2	3	2	3	3	2	4	5	4	3	4	1	4	2	4	1	5	1	4	1	3	4	1	5	1	4	1	4	2	4	5
9280	1	19	1	1	1	1	US	3	3	3	4	4	2	3	4	4	4	3	4	4	1	4	3	5	5	3	4	4	1	4	1	3	4	3	3	2	2	4	2	4	5	3	2	3	3	2	3	5	2	4	4	4	2	4	4	5	4
9281	3	20	1	2	1	5	US	3	3	3	3	3	2	3	3	3	4	5	3	4	4	2	2	3	2	2	2	2	4	1	4	2	4	2	4	4	4	4	4	4	2	3	4	4	3	5	4	1	2	4	2	4	2	4	2	4	4
9282	1	30	1	2	2	2	US	2	4	2	4	2	4	2	4	2	4	3	4	4	2	4	4	4	3	4	3	2	3	2	4	3	4	4	4	4	2	3	4	4	2	3	2	4	2	4	3	3	4	2	2	3	4	3	2	4	2
9283	4	17	2	2	1	1	IN	2	5	4	1	4	5	1	2	3	5	5	5	5	5	5	5	4	5	1	5	4	4	4	4	2	3	3	3	3	3	4	1	3	2	5	4	1	4	1	2	2	1	2	2	2	2	5	3	5	4
9284	11	15	2	2	1	1	VN	2	5	2	5	2	4	3	2	2	5	2	5	4	3	1	3	5	5	4	2	3	5	1	5	5	5	2	2	5	5	4	5	5	2	5	2	3	2	4	4	4	1	5	1	4	1	4	2	5	4
9285	4	15	2	1	1	1	IN	3	4	3	3	3	1	2	3	2	5	1	2	4	2	2	2	2	2	2	3	1	4	1	5	2	5	2	5	5	5	4	3	4	1	3	2	5	1	1	4	1	1	4	1	5	1	5	3	3	4
9286	3	25	1	2	1	5	GB	3	1	4	2	5	1	3	4	3	2	3	5	5	3	4	3	3	3	3	1	1	5	1	5	1	4	1	5	5	5	3	3	5	2	2	1	4	2	4	5	5	1	4	1	4	1	5	5	5	4
9287	3	38	1	2	1	2	US	1	3	1	5	3	2	2	5	1	5	5	1	5	3	3	5	1	1	4	5	1	5	1	5	1	5	1	5	5	3	5	5	5	2	4	5	5	5	1	5	5	2	5	1	5	1	5	5	5	5
9288	1	17	1	2	1	1	US	1	4	3	5	2	5	1	5	1	5	5	3	5	3	5	3	4	3	3	3	1	4	1	5	3	5	3	5	5	2	5	1	5	1	3	1	5	3	5	5	2	5	3	5	5	3	3	3	5	4
9289	1	19	1	1	1	2	GB	2	4	4	4	3	2	2	5	2	4	3	3	4	2	3	2	4	4	2	4	2	4	1	4	2	4	2	4	2	4	3	2	4	3	2	3	4	2	4	4	4	1	5	1	4	1	4	3	5	5
9290	3	27	1	1	1	2	US	2	4	3	4	2	2	2	4	3	4	4	4	4	4	2	2	2	2	3	4	2	2	2	2	4	4	2	3	3	3	2	3	5	4	2	2	4	4	2	4	4	2	4	1	4	2	4	4	4	4
9291	3	28	2	2	1	2	SE	3	3	2	3	4	2	3	3	3	3	3	2	3	2	4	3	4	3	3	4	5	5	1	5	1	5	1	4	5	3	3	3	5	3	2	4	2	3	3	3	4	1	5	1	3	1	5	4	4	5
9292	13	22	2	2	1	1	KE	1	5	1	5	1	5	1	2	4	5	1	1	4	3	5	5	5	5	5	3	1	1	5	1	1	5	5	2	2	2	1	5	2	1	3	2	4	2	1	3	1	5	5	5	1	3	1	1	3	1
9293	3	18	2	1	1	2	FI	2	2	4	4	5	2	5	3	5	3	3	3	3	3	4	3	4	4	3	3	4	4	3	3	3	4	2	4	3	3	3	5	3	2	3	4	2	2	3	4	5	1	4	1	4	1	4	3	4	4
9294	3	29	1	2	1	5	GB	2	3	2	1	4	2	1	2	4	4	4	4	3	4	3	4	4	3	4	2	1	4	4	3	3	3	2	3	3	4	4	1	5	1	5	1	4	1	5	5	5	1	5	1	4	1	5	5	5	4
9295	3	18	1	2	1	3	GB	2	2	4	3	2	2	3	4	2	4	2	4	2	2	2	2	2	1	5	1	1	4	4	5	1	4	1	4	4	3	3	3	4	2	2	5	1	2	3	3	4	2	4	3	3	1	3	3	5	3
9296	3	27	1	2	1	5	GB	4	3	4	2	4	2	4	4	2	2	5	2	5	1	2	4	5	5	5	4	1	4	1	3	2	4	1	4	4	4	5	1	5	1	5	1	5	2	5	4	3	3	3	2	3	2	4	3	4	3
9297	3	20	2	2	1	2	GB	4	4	4	3	4	3	4	4	4	5	5	3	5	4	2	4	5	4	4	4	2	4	1	5	1	4	2	5	5	5	4	2	5	2	4	2	5	1	4	4	4	3	5	2	5	1	4	3	4	4
9298	4	33	1	1	1	1	IN	4	1	5	2	5	1	5	2	5	3	2	3	4	3	3	3	4	3	4	2	4	4	1	5	1	3	1	4	5	5	4	1	4	1	4	1	4	1	5	3	3	1	2	3	3	1	4	1	3	3
9299	13	31	2	2	1	1	LK	1	5	1	4	1	2	1	5	1	5	1	2	1	5	4	5	2	5	5	5	2	1	2	4	5	5	5	4	5	2	4	5	3	5	2	5	2	4	2	5	2	4	1	4	5	1	5	1	1	5
9300	4	24	2	1	1	1	IN	2	3	4	2	4	2	3	4	3	2	3	2	4	4	3	3	3	2	4	4	2	4	2	4	2	4	2	2	4	3	4	2	5	3	3	2	5	2	5	4	3	2	3	3	4	2	5	3	4	5
9301	3	48	1	1	1	2	CA	5	2	4	2	5	1	5	2	5	1	4	5	3	3	5	5	2	3	5	2	1	4	4	5	1	5	1	4	5	5	1	5	2	4	1	5	3	5	3	2	5	1	5	1	5	1	5	5	4	5
9302	3	24	1	1	2	5	AU	1	4	1	5	3	2	1	5	2	5	3	4	3	2	4	3	3	3	4	3	2	2	2	4	3	4	5	5	4	3	3	2	5	1	3	2	5	3	4	4	5	1	5	1	5	1	5	5	5	5
9303	3	61	1	2	1	2	US	1	4	3	4	2	4	1	5	1	5	3	3	5	4	2	4	2	3	3	2	1	4	1	4	2	5	2	3	4	3	3	2	4	1	4	3	5	1	5	4	4	4	5	3	3	1	3	2	4	3
9304	13	31	1	2	1	2	GB	3	3	4	2	3	2	3	4	4	4	3	3	3	3	3	4	4	2	2	3	4	5	2	5	1	4	2	4	4	5	3	2	3	3	3	2	2	2	4	3	2	3	4	3	3	2	3	2	4	3
9305	3	30	1	2	1	2	FR	3	2	3	3	5	1	4	2	4	3	3	2	5	4	5	3	2	1	4	3	4	4	2	5	1	4	3	5	5	4	2	4	3	3	2	3	2	3	2	3	5	2	5	2	4	1	4	5	5	4
9306	3	35	1	1	1	2	CA	2	2	2	4	3	2	1	4	2	4	5	4	5	3	4	1	2	2	2	3	1	4	2	5	1	5	2	4	5	3	4	2	3	2	3	4	4	2	1	4	1	2	5	3	4	1	4	2	5	5
9307	11	20	2	2	1	2	VN	2	4	4	4	2	3	2	3	4	5	1	4	2	3	3	1	4	5	2	2	5	5	2	5	4	2	3	2	5	2	5	5	5	2	4	1	4	1	4	5	4	2	5	3	5	1	4	4	4	5
9308	3	49	1	2	1	1	US	5	1	5	1	5	1	5	1	5	1	4	4	3	5	1	2	1	1	1	1	1	5	1	5	1	5	1	5	5	5	3	2	4	1	3	2	4	1	4	3	4	3	5	3	4	1	3	1	3	3
9309	3	20	2	2	1	1	RS	4	2	3	4	5	1	4	2	5	3	2	4	3	4	4	1	5	4	2	5	4	3	1	5	1	3	3	4	5	4	2	1	4	5	4	1	4	3	4	4	4	4	5	3	3	2	5	4	5	3
9310	11	17	2	2	1	1	PH	4	2	5	4	4	4	5	3	3	3	4	4	4	3	3	3	3	3	3	3	4	5	2	4	3	5	4	4	4	5	4	2	5	3	2	3	4	3	4	4	4	4	4	4	3	4	4	2	3	3
9311	3	22	1	2	2	1	US	5	2	4	3	5	2	2	1	4	5	5	4	5	1	4	5	5	5	2	4	1	4	3	5	1	5	2	5	5	5	3	4	4	4	3	2	2	4	2	4	4	1	5	1	4	1	3	4	5	4
9312	3	31	1	2	1	1	US	2	4	3	3	3	3	2	4	1	5	3	4	5	4	3	1	3	2	1	2	2	3	1	4	2	3	4	4	4	4	4	3	4	2	3	3	4	2	3	3	5	2	5	2	4	2	5	5	4	5
9313	9	17	1	2	1	1	JP	5	2	1	2	2	1	2	4	3	4	5	2	5	1	3	3	4	4	5	5	1	5	1	5	1	5	1	5	5	3	3	3	5	4	1	3	3	3	1	3	3	4	4	4	5	2	4	3	5	5
9314	3	51	1	2	1	2	US	2	1	5	1	3	1	2	2	5	5	1	4	4	4	1	2	2	2	2	2	1	5	1	5	2	5	2	5	5	5	2	2	5	1	3	1	2	1	1	5	5	1	5	1	5	1	5	5	5	5
9315	6	20	1	1	1	2	US	2	4	3	4	2	2	2	4	3	4	2	4	3	2	1	1	3	2	2	2	2	4	4	3	2	4	2	4	2	2	2	4	4	4	2	4	4	4	4	3	4	2	4	1	4	2	5	4	5	3
9316	3	31	1	2	1	1	GB	5	1	5	1	5	1	5	1	5	1	1	3	1	1	3	1	3	3	3	1	5	4	5	2	2	2	4	2	2	3	3	3	4	1	4	1	5	3	4	3	5	3	5	3	5	1	2	4	2	5
9317	3	18	1	3	3	1	CA	2	5	3	5	2	5	2	4	3	5	4	2	5	2	3	5	4	5	5	3	2	4	1	4	3	5	3	4	4	4	2	2	4	4	2	2	4	4	4	2	3	3	4	3	2	2	3	2	5	3
9318	1	21	1	1	1	2	US	3	2	4	3	4	2	4	3	4	4	3	4	2	3	5	4	3	2	4	2	2	5	4	4	2	2	1	4	5	4	2	5	4	5	2	5	3	4	2	4	4	1	5	1	4	1	5	5	5	5
9319	13	23	2	2	1	1	IN	3	4	2	3	1	3	1	2	2	4	5	2	5	1	5	5	3	4	3	3	4	5	1	4	2	5	3	4	5	4	3	4	2	3	4	4	5	2	3	4	3	2	4	3	3	1	4	3	3	3
9320	3	19	2	2	1	5	BE	1	2	2	2	3	2	4	3	4	3	4	3	4	2	2	2	3	2	4	4	4	4	4	1	5	2	4	2	4	2	3	1	4	3	4	3	2	4	2	4	5	1	4	3	4	1	5	5	5	5
9321	4	32	2	1	1	1	CA	3	5	3	3	2	2	2	2	3	4	3	4	3	2	3	3	3	3	3	4	2	3	1	4	2	2	4	4	4	3	3	5	3	3	2	4	3	2	3	4	2	1	3	1	3	1	5	3	5	3
9322	3	45	1	2	3	2	US	3	2	4	3	5	2	3	4	3	3	3	4	3	3	3	4	3	3	3	3	1	5	1	5	1	5	1	5	5	5	5	2	5	2	4	2	5	2	4	5	5	2	5	2	4	2	4	4	5	4
9323	3	35	1	2	1	5	GB	3	1	4	2	4	1	4	2	4	2	4	1	4	2	5	3	2	4	3	3	2	4	1	5	3	4	2	4	5	4	4	4	4	2	2	2	5	3	5	4	5	1	5	1	5	1	5	5	4	5
9324	3	45	1	2	1	1	US	3	2	5	3	5	2	4	3	3	2	3	4	3	3	3	3	3	2	3	2	1	5	1	5	1	4	1	4	5	4	3	4	4	2	3	1	2	3	4	4	5	1	5	2	5	1	4	4	5	5
9325	3	20	2	2	1	5	US	1	5	1	5	1	5	1	5	1	5	5	2	5	5	5	1	5	5	5	5	4	1	5	1	1	1	5	1	1	1	2	1	4	1	1	1	5	5	5	1	1	4	5	5	5	5	5	1	1	2
9326	13	22	2	2	1	1	US	2	5	3	5	4	5	4	5	2	5	2	4	5	4	4	3	1	1	5	1	1	4	4	5	2	5	2	4	4	2	4	2	4	2	2	5	5	2	4	2	3	2	5	1	4	1	4	2	4	4
9327	5	21	1	2	1	5	US	4	1	4	1	4	1	4	3	4	3	5	2	5	2	4	5	3	2	5	2	1	5	2	5	1	5	1	2	4	3	5	1	5	1	5	1	5	1	5	5	3	3	5	1	4	1	3	2	4	4
9328	11	21	2	1	2	2	US	4	2	5	1	4	2	5	1	5	2	4	2	5	2	4	4	4	3	4	4	3	5	3	4	2	5	1	3	4	3	2	5	2	4	2	5	2	4	2	3	5	3	5	2	5	1	4	5	5	5
9329	3	23	1	2	2	5	GB	5	1	5	1	5	1	5	1	5	1	5	2	4	1	3	5	4	4	4	4	2	5	3	4	2	4	2	4	4	5	5	1	4	2	5	1	5	2	5	5	4	4	5	4	4	2	5	4	2	4
9330	11	17	2	2	1	2	SG	2	4	2	3	3	4	1	3	3	5	3	3	4	3	4	4	3	2	4	3	3	4	1	4	3	4	3	4	4	3	2	2	4	4	2	2	3	3	2	3	1	4	4	3	3	2	3	1	5	3
9331	11	24	1	2	1	2	GB	3	2	4	3	4	2	3	3	3	2	3	3	3	4	2	2	2	2	3	2	4	4	3	4	3	2	2	3	3	3	4	4	4	2	2	4	4	2	4	4	4	3	4	3	4	2	4	4	4	4
9332	3	17	1	2	1	1	US	3	3	4	3	3	3	5	5	1	5	4	4	5	2	3	4	2	2	5	2	1	3	1	4	1	4	2	4	5	3	4	2	5	2	4	2	5	2	4	4	3	4	4	3	3	2	4	3	3	4
9333	3	23	1	1	1	1	US	4	2	5	2	4	2	4	2	4	2	3	3	3	2	1	3	3	2	2	4	2	4	1	4	2	4	3	4	4	4	5	1	4	1	5	1	5	3	4	4	5	2	4	2	5	2	5	4	4	5
9334	11	17	1	1	1	1	US	3	4	5	5	4	3	2	5	3	3	3	5	5	5	1	1	2	1	1	1	1	5	2	5	1	5	1	5	5	5	4	5	4	3	2	5	4	2	2	5	3	4	5	2	5	2	4	1	5	4
9335	11	17	1	1	1	1	US	3	2	5	4	4	1	3	4	2	3	1	4	3	1	3	1	4	3	2	1	3	5	3	3	2	2	3	2	4	5	5	1	4	1	3	1	5	1	4	5	4	1	4	3	4	1	5	5	5	5
9336	3	17	1	1	1	1	US	2	1	5	2	4	1	4	2	2	4	2	5	4	2	1	2	1	1	1	2	1	5	1	5	1	5	1	3	5	5	4	5	5	1	2	4	5	2	4	4	4	1	4	1	4	2	5	4	5	4
9337	3	17	1	2	2	2	US	4	2	4	2	4	2	4	3	3	3	3	4	4	2	4	3	3	4	4	2	2	4	1	4	2	5	2	4	4	4	4	5	4	3	4	4	3	2	3	3	3	2	3	2	3	3	4	2	4	3
9338	3	16	2	2	1	1	SE	3	4	4	4	4	4	4	4	2	4	3	3	5	2	3	3	5	4	5	4	4	4	1	4	2	4	2	4	4	3	3	2	5	3	2	4	3	3	4	4	4	2	4	3	3	3	4	4	4	3
9339	1	13	1	2	3	5	US	2	1	5	1	5	1	5	3	5	1	3	5	5	1	4	1	4	1	1	1	1	5	2	5	1	5	1	5	5	5	4	2	5	1	3	1	5	3	5	3	4	2	5	3	5	1	5	5	4	5
9340	13	13	1	1	1	5	US	1	5	3	5	2	1	1	4	3	4	5	3	5	2	5	4	4	3	3	3	2	5	4	4	3	4	3	5	5	5	2	4	5	4	1	4	5	4	2	5	5	1	5	1	5	1	5	5	5	5
9341	3	17	1	2	1	1	US	3	2	4	2	3	2	2	4	2	4	4	3	3	4	2	2	2	2	2	2	1	5	1	5	1	5	1	5	5	4	4	3	3	2	2	4	2	2	2	4	5	2	2	3	3	3	3	5	5	3
9342	8	18	1	2	1	2	US	4	1	5	1	5	1	5	2	4	1	4	3	4	1	4	3	4	4	3	3	2	5	2	2	1	1	1	5	4	5	3	3	2	4	3	3	3	3	3	3	1	1	2	1	4	1	5	2	3	4
9343	13	27	1	1	1	1	US	4	2	4	2	4	1	2	4	4	4	2	2	2	3	1	1	2	2	2	2	1	5	1	5	1	5	2	3	3	5	4	2	4	3	3	1	5	1	5	4	4	3	3	3	4	4	3	5	2	4
9344	3	31	1	2	1	1	US	2	3	3	4	3	3	2	5	2	5	4	3	5	4	2	2	2	2	2	2	1	4	2	5	2	4	2	3	4	3	4	3	5	2	2	3	4	2	4	4	5	1	3	2	3	3	5	4	5	3
9345	3	27	1	2	1	5	GB	1	2	4	2	5	2	4	2	4	3	3	3	3	2	4	2	3	2	2	2	1	4	1	4	1	2	1	4	4	4	3	4	4	4	2	5	4	2	4	3	3	1	4	2	4	2	4	3	4	4
9346	11	20	2	2	1	1	PH	2	3	3	4	3	4	1	3	3	4	4	2	4	2	3	4	4	4	4	4	3	3	2	4	2	3	3	4	3	4	2	4	2	2	2	4	4	2	2	4	4	3	3	2	4	4	3	3	4	4
9347	3	19	1	1	2	1	US	4	2	3	3	5	2	4	4	4	2	4	2	5	2	3	4	4	4	4	4	1	4	4	5	1	4	2	4	5	4	2	4	5	4	1	4	4	4	2	3	4	2	5	2	4	1	2	3	5	4
