1	3
2	13
3	1
4	3
5	11
6	13
7	5
8	4
9	5
10	3
11	3
12	13
13	13
14	3
15	3
16	3
17	13
18	3
19	3
20	3
21	13
22	11
23	3
24	3
25	3
26	3
27	3
28	3
29	1
30	3
31	1
32	3
33	3
34	3
35	3
36	3
37	3
38	3
39	3
40	3
41	1
42	8
43	6
44	13
45	3
46	3
47	3
48	4
49	13
50	6
51	3
52	3
53	3
54	13
55	3
56	3
57	3
58	3
59	3
60	5
61	3
62	13
63	3
64	3
65	3
66	3
67	4
68	11
69	3
70	3
71	11
72	3
73	3
74	3
75	3
76	5
77	3
78	3
79	3
80	3
81	3
82	3
83	13
84	3
85	3
86	3
87	3
88	3
89	3
90	3
91	3
92	3
93	1
94	3
95	3
96	3
97	3
98	1
99	3
100	3
101	3
102	3
103	3
104	3
105	6
106	3
107	1
108	3
109	13
110	13
111	3
112	5
113	3
114	3
115	6
116	3
117	3
118	3
119	3
120	3
121	3
122	3
123	11
124	6
125	3
126	3
127	6
128	3
129	3
130	13
131	3
132	3
133	1
134	3
135	3
136	13
137	3
138	3
139	3
140	5
141	13
142	13
143	3
144	11
145	11
146	13
147	3
148	3
149	3
150	9
151	3
152	3
153	4
154	13
155	1
156	3
157	3
158	1
159	13
160	1
161	9
162	3
163	3
164	3
165	1
166	13
167	11
168	3
169	1
170	3
171	3
172	1
173	3
174	3
175	3
176	11
177	13
178	4
179	3
180	11
181	4
182	3
183	1
184	3
185	3
186	3
187	13
188	11
189	0
190	11
191	1
192	11
193	13
194	13
195	4
196	1
197	5
198	0
199	4
200	11
201	13
202	11
203	10
204	3
205	3
206	3
207	3
208	7
209	3
210	13
211	3
212	3
213	11
214	4
215	13
216	3
217	3
218	3
219	3
220	11
221	13
222	3
223	5
224	1
225	3
226	3
227	3
228	3
229	1
230	3
231	11
232	11
233	13
234	4
235	3
236	4
237	3
238	1
239	9
240	11
241	3
242	3
243	3
244	1
245	4
246	4
247	1
248	3
249	3
250	4
251	11
252	1
253	4
254	4
255	12
256	11
257	3
258	6
259	3
260	4
261	7
262	13
263	11
264	3
265	3
266	4
267	11
268	13
269	3
270	3
271	3
272	3
273	3
274	3
275	13
276	11
277	3
278	3
279	8
280	13
281	8
282	13
283	3
284	13
285	10
286	3
287	9
288	3
289	3
290	3
291	3
292	5
293	13
294	2
295	1
296	1
297	5
298	1
299	5
300	3
301	1
302	4
303	11
304	1
305	1
306	13
307	3
308	3
309	6
310	3
311	3
312	13
313	3
314	3
315	13
316	1
317	13
318	3
319	1
320	1
321	11
322	3
323	12
324	13
325	13
326	13
327	13
328	3
329	13
330	11
331	13
332	13
333	9
334	3
335	3
336	3
337	3
338	13
339	3
340	3
341	3
342	11
343	1
344	11
345	8
346	3
347	13
348	3
349	3
350	3
351	3
352	1
353	3
354	13
355	3
356	3
357	3
358	3
359	3
360	3
361	3
362	3
363	11
364	3
365	3
366	12
367	13
368	3
369	3
370	6
371	1
372	3
373	3
374	3
375	3
376	12
377	1
378	3
379	3
380	3
381	3
382	3
383	13
384	13
385	3
386	3
387	3
388	3
389	3
390	3
391	11
392	3
393	3
394	3
395	3
396	3
397	4
398	1
399	3
400	3
401	3
402	3
403	3
404	5
405	11
406	11
407	3
408	3
409	3
410	11
411	13
412	3
413	1
414	11
415	3
416	1
417	3
418	1
419	3
420	3
421	3
422	1
423	3
424	4
425	11
426	4
427	11
428	11
429	3
430	3
431	11
432	1
433	13
434	11
435	9
436	11
437	4
438	3
439	3
440	3
441	3
442	3
443	3
444	13
445	13
446	3
447	11
448	1
449	11
450	3
451	3
452	13
453	13
454	11
455	11
456	13
457	11
458	3
459	3
460	3
461	11
462	11
463	5
464	3
465	3
466	3
467	3
468	1
469	11
470	11
471	3
472	11
473	3
474	3
475	13
476	11
477	13
478	11
479	4
480	3
481	3
482	4
483	4
484	3
485	13
486	3
487	13
488	3
489	0
490	3
491	11
492	3
493	13
494	11
495	4
496	13
497	3
498	3
499	3
500	13
501	11
502	3
503	3
504	11
505	3
506	3
507	8
508	3
509	3
510	3
511	3
512	5
513	4
514	5
515	3
516	4
517	3
518	1
519	4
520	3
521	3
522	5
523	11
524	3
525	3
526	11
527	11
528	3
529	3
530	3
531	3
532	3
533	5
534	3
535	3
536	3
537	3
538	3
539	12
540	13
541	3
542	13
543	3
544	3
545	3
546	1
547	3
548	4
549	11
550	1
551	3
552	3
553	3
554	13
